ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,pct_chg
300201.SZ,20180815,20180630,0.0208,0.0208,0.6208,0.6208,0.12,0.0232,0.3403,1048749.35,20557804.29,157112114.69,1.4474,1.1496,1.1111,0.6247,0.3645,1.5364,0.232,17520729.71,39158431.03,60088176.12,-139081126.4049,110921441.0651,588864039.73,43392187.89,741561139.98,458613115.46,980687497.69,556955761.31,930149752.39,2226280964.76,378421443.57,0.0208,1.4123,-0.0309,0.3635,-0.0352,0.0376,-0.1336,0.1066,3.1769,24.3092,75.6908,19.5534,3.1769,6.5072,10.8675,2.1787,0.9821,97.2891,3.7442,6.0588,1.431,1.38,1.3615,1.4057,0.7371,1.4806,2.862,2.8114,48.0602,1.9253,1.845,63.0379,36.9621,34.3073,33.3094,66.0369,90.6238,9.3762,-0.0258,0.9253,1.0701,1.9825,0.7138,1.3225,2.1384,-0.0234,415.3648,1.4742,0.7756,462740667.58,3.9226,4.1688,91.3448,2.7091,2.7223,1.438,-0.5263,-24.3636,-24.3636,59.9741,-30.1054,-29.5564,-23.6928,-22.78,59.5737,-28.8289,-5.1256,5.3676,-5.1291,11.6446,11.6446,47.6385,315.4266,7.2165,-3.4722
300203.SZ,20180830,20180630,0.373,0.373,2.9823,2.9823,2.0969,0.332,3.701,8882725.12,160016014.7,680520347.1,1.5898,1.2093,1.0549,0.7603,0.314,3.0802,0.2039,166906257.68,268129422.01,305334508.21,-368071333.6729,-49649497.2329,1264626270.36,30983979.41,1973040328.2,1206348391.15,2290775688.07,1660883086.68,2445390159.66,5564738380.28,1825004194.97,0.3732,7.1297,-0.4044,4.033,-0.4958,0.5925,-0.8134,-0.1097,14.0738,50.4253,49.5747,36.0353,14.0738,15.9901,16.814,3.2313,0.939,87.6325,16.3971,19.8679,5.3068,5.26,5.0277,4.0508,2.8695,4.2621,10.6136,8.1016,47.6455,1.9101,2.0798,65.2548,34.7452,33.3915,35.4561,57.9779,86.1464,13.8536,-0.065,0.9101,0.987,1.6352,0.7008,1.161,1.8989,-0.056,490.7707,5.739,2.5517,1096578949.09,16.5614,14.7785,83.4295,4.1569,4.0305,2.2626,0.0681,65.7778,66.5179,47.8866,72.5062,66.0509,66.4169,102.08,47.918,43.132,2.7808,7.5627,2.7815,36.2991,36.2991,32.6308,254.321,16.2681,-4.5865
300210.SZ,20180825,20180630,0.06,0.06,0.4508,0.4508,0.3997,0.0851,1.219,4139217.23,23353349.39,84399362.84,1.5718,1.0878,0.9162,0.4954,0.1676,0.7382,0.0954,22844890.36,40269955.32,53328198.03,-89270804.7434,-248227337.8234,260834442.94,43832772.92,584008393.69,386036066.52,1164570253.53,449060408.57,775616411.02,1908451186.68,631497219.25,0.0568,2.7182,-0.0722,1.3042,-0.3534,0.0832,-0.1844,-0.5126,12.4359,38.6603,61.3397,25.8126,12.4359,9.7037,10.7672,5.3418,0.5856,89.5356,13.7526,18.4462,2.1063,2.1,1.7891,1.7605,1.1869,1.8478,4.2126,3.521,40.1549,1.671,1.7524,55.7775,44.2225,52.6212,30.6012,68.9671,88.3745,11.6255,-0.0445,0.671,1.4811,2.2537,1.3105,1.9941,3.0167,-0.0393,842.1936,2.3738,1.2019,325351991.35,13.8149,11.0251,91.8885,0.7141,0.7636,0.4063,24.5351,20.0,20.0,-345.5782,-3.262,-15.5446,6.0292,-0.12,-345.8355,1.8483,1.6872,-6.2885,1.6877,6.6129,6.6129,48.2524,-46.2886,4.105,-9.276
300222.SZ,20180816,20180630,0.16,0.16,1.7068,1.7068,3.7424,0.0392,1.1855,18128441.42,97370546.2,446161228.33,1.5987,1.0697,0.9632,0.9529,0.3407,4.1356,0.1933,110358857.24,136779320.77,157769705.55,-75603680.7598,432896319.2402,1930639770.84,268691651.49,516900000.0,-142428381.34,1887222163.32,1465298283.17,1322869901.83,4706786071.98,893777437.07,0.1583,5.6646,-0.5123,1.2247,0.3017,0.1874,-0.1036,0.5932,9.2467,35.8177,64.1823,24.5391,9.2467,7.4294,16.9555,0.1541,1.7154,91.1404,10.7217,10.9806,2.8007,2.8,2.3611,2.1224,1.7872,2.6444,5.6014,4.2448,39.3308,1.6483,1.5627,56.6576,43.3424,27.3268,10.982,87.8342,90.1079,9.8921,-0.1528,0.6483,1.522,7.998,0.6948,3.651,,-0.1376,437.3786,3.5744,1.7922,608859111.67,10.8041,6.4079,91.464,1.5161,1.2481,0.9797,-20.2656,6.6667,14.2857,-253.0669,17.1011,13.8557,15.2153,25.23,-253.7782,5.1395,0.495,15.4259,0.4954,35.2279,35.2279,33.5818,24.8678,9.5833,-6.7409
300228.SZ,20180830,20180630,-0.058,-0.0579,1.1463,1.1463,1.939,0.1434,0.695,5129714.13,-32591594.75,150145216.54,1.1832,0.7767,0.6982,0.7167,0.2056,0.4999,0.1271,-18940412.02,17747099.27,78797554.43,38954450.56,139887797.03,1287700335.74,103692306.16,1135658505.65,590734158.4,1411214370.15,422224687.28,894518663.41,2963107660.33,397978951.56,-0.0579,3.7574,0.0827,0.8384,-0.0584,0.0374,0.0821,0.2947,-5.3627,27.5945,72.4055,27.5621,-5.3627,5.9602,14.6967,6.9052,1.9717,103.481,-3.6497,3.2617,-1.5318,-1.53,-1.8179,0.4146,-0.6817,1.1565,-3.0636,0.8292,58.0331,2.3828,2.3875,62.6282,37.3718,32.4082,38.3266,60.1925,91.2098,8.7902,0.017,1.3828,0.7058,1.5705,0.5584,1.2426,2.3889,0.0155,657.6552,-1.3634,-0.6416,1072247695.02,-2.8419,6.4649,105.4883,-1.6533,-1.7408,-0.6698,0.7744,-162.7706,-162.7302,-13.5841,-165.0997,-150.0247,-162.6872,-212.16,-13.3568,-162.566,-1.1991,3.5303,-1.0233,-32.6794,-32.6794,-35.7009,-4340.9628,0.1937,-8.547
300257.SZ,20180817,20180630,0.0627,0.0627,1.5702,1.5702,1.7548,0.1984,0.9866,3795288.77,50012895.96,324387589.9,1.3556,0.9563,0.8665,2.2149,0.4428,1.7219,0.2065,64267538.17,81003467.58,139461447.65,-886515995.5245,107667965.0755,1740793936.86,63999112.25,1892288169.39,1000427111.92,2815031392.02,847591722.29,598663464.82,5260864573.18,1016676776.52,0.0627,3.9316,0.0704,1.1849,0.2413,0.0944,-1.0332,0.1255,3.7941,24.0783,75.9217,18.2751,3.7941,4.6127,12.8561,0.8063,0.2382,95.2296,5.4867,6.0127,1.5932,1.59,1.4809,1.2415,0.7834,1.1695,3.1864,2.483,52.3247,2.0975,1.9319,45.7327,54.2673,39.841,35.9691,64.1206,64.4759,35.5241,0.0253,1.0975,0.9124,1.7827,0.7614,1.4876,2.8138,0.0163,242.2696,1.5668,0.8247,3102296304.94,5.5091,4.3269,95.1968,0.7951,0.724,0.3689,6.7265,67.2,67.2,9.4868,60.596,59.6866,67.1374,57.55,9.5624,65.5695,-0.236,18.0908,-0.2368,23.9056,23.9056,29.4984,31.6029,0.9469,-19.8381
300259.SZ,20180828,20180630,0.05,0.05,0.2712,0.2712,0.0404,0.0618,0.4721,9921989.99,48650670.26,171236131.4,4.5546,3.7971,1.7414,0.8983,0.2026,0.934,0.1394,42173767.04,67214577.12,86099512.36,-65334848.8264,-72834848.8264,318735597.35,17636841.03,23000000.0,-140525929.95,1663910081.93,1214722196.33,1074196266.38,1933440481.17,627705486.02,0.0498,1.5751,-0.0408,0.5339,-0.1287,0.0572,-0.0556,-0.062,18.2101,53.6967,46.3033,37.5644,18.2101,20.6873,17.2757,-0.3986,1.4824,86.775,19.7836,21.0773,3.1582,3.12,2.6232,2.9385,2.5388,2.9382,6.3164,5.877,15.8327,1.1881,1.2333,68.5721,31.4279,73.306,1.1896,95.7744,95.0923,4.9077,-0.1405,0.1881,5.1527,80.5105,4.63,72.3439,,-0.1336,462.6545,5.0776,2.5607,436711607.28,21.3178,20.417,83.2247,2.1725,1.9218,1.7805,4.7569,66.6667,66.6667,-341.4201,64.7102,60.5218,63.0188,25.15,-630.5227,52.2735,-54.6851,-1.5225,-0.3093,35.9228,35.9228,44.5894,191.728,7.0566,-11.7166
300260.SZ,20180828,20180630,0.109,0.109,2.3746,2.3746,1.5205,0.1031,0.9103,1905200.16,20264622.86,123661827.7,1.2107,0.6469,0.5862,1.5999,0.49,1.2472,0.3111,23539414.83,34794240.2,139127124.45,10686482.5939,205176379.3339,554339983.06,24046504.92,641042560.68,481915975.11,493006269.45,216809171.87,532275467.58,1352467071.38,204645047.09,0.1098,3.4792,0.5082,1.0134,0.3322,0.1723,0.0529,1.016,4.6082,25.7881,74.2119,20.0353,4.6082,7.0643,10.9242,2.0468,0.1742,95.0912,5.542,7.2559,3.2118,3.25,2.9358,2.2571,1.4335,2.6012,6.4236,4.5142,63.1549,2.7141,2.2332,64.5177,35.4823,25.5331,47.398,51.9489,84.3782,15.6218,0.0997,1.7141,0.5762,1.096,0.4043,0.7691,1.023,0.0842,359.319,2.867,1.4382,472243276.84,5.3763,7.668,94.6382,2.385,2.1125,1.0407,34.6206,75.8065,75.8065,929.0375,84.1205,65.6481,77.4498,75.73,929.3055,66.5541,3.6371,67.5821,3.6384,51.7985,51.7985,85.6128,183.6712,6.5418,-48.3333
300263.SZ,20180731,20180630,0.07,0.07,0.7906,0.7906,1.1494,0.0631,0.6307,-40155.7,61775916.28,202384285.78,1.8624,1.3846,1.2553,0.9266,0.3583,1.9095,0.1921,69210147.34,74989047.6,95924351.76,-45845265.2795,-27845265.2795,1071191738.11,42199599.19,82000000.0,-361432786.41,1625212377.6,954864380.24,547431593.83,2729001213.61,631925628.72,0.0678,2.747,-0.0794,0.6938,-0.0964,0.0823,-0.0503,-0.0306,9.1927,28.1067,71.8933,15.381,9.1927,5.5513,9.7586,0.0711,2.6075,90.3883,10.4269,10.4143,2.4939,2.44,2.4955,2.0005,1.7658,2.4552,4.9878,4.001,31.1106,1.4516,1.5143,53.6659,46.3341,42.2969,3.0048,91.6799,92.6217,7.3783,-0.0653,0.4516,2.093,30.5115,1.3596,19.8197,,-0.0605,370.2805,3.5316,1.6469,562631869.71,10.4304,5.7007,88.6587,1.956,1.967,1.4309,2.2656,150.8961,150.8961,-172.1818,144.4962,130.3048,150.4403,224.91,-174.5678,143.3604,-1.0589,5.134,2.1607,56.2658,56.2658,81.4571,293.9599,2.9092,-4.8828
300266.SZ,20180828,20180630,0.12,0.12,1.4988,1.4988,1.823,0.0397,0.8694,5563532.16,121599803.79,336364473.71,1.4372,0.4736,0.4401,1.1959,0.2148,4.0161,0.1533,165057643.49,230975986.82,265656888.24,-940107845.6758,-327357845.6758,3762068111.09,367616856.07,2654310000.0,2031512999.78,2127473607.1,2410591957.34,3538904957.12,6780855098.87,948097004.9,0.1219,3.7372,0.0886,0.909,-0.029,0.2215,-0.9014,-0.3139,8.8216,21.5175,78.4825,11.5675,8.8216,1.3718,6.8129,3.3828,-0.8073,89.4411,10.6749,14.7757,3.3164,3.32,3.1713,2.2658,1.3527,2.8988,6.6328,4.5316,62.1784,2.644,2.6586,72.6249,27.3751,19.4993,39.1442,57.4818,81.2674,18.7326,0.0168,1.644,0.5746,1.4685,0.3136,0.8015,1.0472,0.0136,832.5908,2.7054,1.2474,476374912.22,11.0303,1.072,88.1591,2.4888,2.3632,0.9574,22.5711,-53.8462,-53.8462,130.1053,-47.6962,-46.3638,-51.0481,-34.85,130.8774,-60.7929,3.3575,15.1151,3.3586,-0.5503,-0.5503,-18.4935,142.8529,24.8546,-30.6889
300275.SZ,20180830,20180630,0.074,0.074,0.5148,0.5148,1.3651,0.2297,0.7698,173622.12,11970049.59,39785709.52,2.0193,1.6329,1.3693,0.3529,0.159,0.7362,0.0846,-174164.18,15622589.87,22798886.37,-12337361.5907,-41837361.5907,215483093.36,3862201.0,54000000.0,13240553.82,497863818.2,241050297.45,221290851.27,772316174.6,164191884.18,0.0739,3.3646,0.0923,0.9995,-0.7332,0.0951,-0.0751,-0.2547,11.6943,47.0417,52.9583,47.5258,11.6943,13.4247,29.5929,4.5082,-2.272,100.2059,14.2106,18.4718,2.2214,2.22,2.1897,1.5631,0.9896,1.6932,4.4428,3.1262,27.5644,1.3805,1.8283,48.1549,51.8451,50.205,6.992,71.5663,86.5144,13.4856,0.0641,0.3805,2.0221,10.2355,1.8214,9.2197,37.6014,0.0555,833.2773,1.9792,1.215,173140882.48,14.0007,11.5632,94.5808,1.4545,1.4588,0.7873,29.4627,-66.21,-66.21,494.4444,-60.6264,-62.1812,-66.2942,-66.19,494.7995,-67.3638,2.2426,-1.5472,2.2416,-61.9388,-61.9388,-30.1461,420.9235,3.2775,-9.8174
300276.SZ,20180828,20180630,0.0851,0.0851,0.8978,0.8978,4.5268,0.0484,0.4827,11278030.27,30300933.77,130756972.37,1.5219,0.6159,0.5172,1.0878,0.2398,1.7952,0.1048,28662839.28,43314769.31,69876774.53,-860455559.5888,-855455559.5888,1452356192.32,61791235.04,30000000.0,-177960194.54,975253975.86,773603372.25,595643177.71,3377895487.05,291014193.46,0.0759,6.0579,0.1496,0.531,0.1285,0.079,-1.5702,-1.5611,7.7268,26.5782,73.4218,20.011,7.7268,3.3106,16.6463,0.0541,-0.2503,94.1739,7.6358,8.8044,1.4648,1.64,1.0675,0.9225,0.8096,1.3064,2.9296,1.845,31.5645,1.4612,1.6543,46.1149,53.8851,19.9355,0.8881,98.2774,95.9984,4.0016,0.0553,0.4612,2.1499,110.6569,0.6316,32.5085,,0.0531,763.8759,1.6192,0.8855,289266538.31,8.8463,4.4576,99.9079,0.2186,0.1401,0.1057,5.3399,276.5487,276.5487,1233.3333,1316.0465,583.8635,391.4257,413.36,1761.049,-9.8735,22.575,8.7362,40.8333,214.398,214.398,166.6845,-92.2321,445.2623,-3.8688
300278.SZ,20180828,20180630,0.0434,0.0434,2.0182,2.0182,1.4673,0.0217,0.6985,2075495.92,21605176.75,204528169.0,1.192,0.719,0.6345,1.0777,0.4125,2.3734,0.2596,35086780.14,78004388.75,94706584.61,275009564.9782,30541174.5182,1971156952.58,41855238.88,1058465414.89,639215817.47,584965393.57,481887605.02,601726594.31,2716304692.8,430966149.64,0.0396,2.7404,0.228,0.7201,0.0321,0.1303,0.4595,0.051,1.8688,16.9341,83.0659,14.3441,1.8688,2.694,8.0601,3.59,-0.8227,97.095,3.0219,6.4584,1.4519,1.45,1.3246,1.6763,0.4851,1.6542,2.9038,3.3526,64.9455,2.8527,2.8529,63.2678,36.7322,12.3689,38.9671,60.3774,81.7276,18.2724,0.0544,1.8527,0.534,1.5494,0.1905,0.5527,0.9151,0.0444,349.3009,0.9702,0.5089,527667420.24,3.0807,1.8206,97.7062,0.6614,0.5652,0.2502,4.0921,-63.8333,-63.8333,78.125,-40.0413,-53.8331,-63.7453,-54.43,95.628,-64.1737,-7.9167,3.3246,1.1102,-26.996,-26.996,-10.305,-0.6089,1.1957,-21.3936
300280.SZ,20180830,20180630,0.2256,0.2256,2.0603,2.0603,6.2387,0.1944,0.7796,-610007.68,33584676.31,88972137.41,0.8712,0.6654,0.5161,2.2367,0.4887,1.7304,0.1858,47428553.37,55018758.33,72263402.99,184492729.0121,184492729.0121,812910954.39,6929824.45,50000000.0,-14510295.36,178891042.12,-111144640.28,-125654935.64,1352438526.53,142358498.51,0.2256,8.2465,-0.2596,0.9741,-0.2273,0.3765,1.2624,1.2624,14.2438,29.5484,70.4516,12.0163,14.2438,3.8457,8.0008,0.1698,1.0349,84.2486,18.505,18.2722,3.5804,2.75,3.6467,3.3942,2.6459,4.2434,7.1608,6.7884,40.0428,1.6679,1.7601,34.6073,65.3927,8.2352,3.697,89.1155,99.2033,0.7967,-0.044,0.6679,1.3856,24.1047,0.2057,3.5778,,-0.0436,246.7114,5.2918,2.0343,175276278.72,18.1136,3.5611,75.1801,3.4536,3.4817,2.512,-11.2332,2300.0,2300.0,-33.1965,1904.6227,3017.8808,2626.8091,1395.75,-52.0792,1332.5867,65.7821,103.0801,89.2905,158.0216,158.0216,213.1961,2355.1858,90.3416,4.5182
300281.SZ,20180727,20180630,0.08,0.08,0.5391,0.5391,1.1827,0.0774,0.6585,5644618.33,26289816.87,64307364.64,4.7881,3.3159,1.739,1.7114,0.2437,0.7861,0.15,25391728.17,38360475.85,53156033.99,21017603.5084,-65084771.1616,90811693.21,29636855.42,130246132.89,-33688903.84,1077194476.99,708038062.43,640201443.02,1352917602.78,308281693.77,0.0762,2.9186,0.1022,0.7359,-0.1463,0.0916,0.0502,-0.1554,14.14,28.4741,71.5259,15.6434,14.14,4.2004,11.2508,0.1922,0.3868,88.757,16.5383,16.9853,2.64,2.63,2.1734,2.5482,2.1213,2.3786,5.28,5.0964,17.0151,1.205,1.2445,60.7417,39.2583,73.1111,9.6271,90.3729,74.5569,25.4431,0.2291,0.205,4.8771,9.3874,4.2968,8.2705,,0.1708,406.634,4.2426,2.1213,409249761.1,16.4898,3.6562,83.2862,1.8534,1.4752,1.5337,14.9839,-33.3333,-33.3333,4766.6667,10.0974,9.9281,6.5585,1.53,8314.5014,-35.4073,-31.78,-4.1661,2.1786,6.2299,6.2299,-5.899,146.8047,64.97,-24.4548
300293.SZ,20180829,20180630,0.0431,0.0431,2.8855,2.8855,0.7566,0.1495,0.7294,4271813.77,7353605.79,218565654.49,1.1245,0.6427,0.5865,1.7061,0.5087,2.8643,0.3156,26154583.53,55808415.24,78689988.62,-129416935.832,-263418261.962,1086826903.9,212998243.64,244785179.55,-83842569.26,65368815.08,165739467.23,81896897.97,1128529150.89,237314099.74,0.0431,2.6828,0.1656,0.8789,-0.3736,0.2067,-0.4793,-0.9756,2.1317,28.0537,71.9463,22.5058,2.1317,8.3157,10.8059,3.3842,1.9808,96.643,4.2553,7.1632,1.5916,1.57,1.0067,2.2604,0.6727,2.5439,3.1832,4.5208,63.6073,2.7478,3.38,61.6612,38.3388,2.6919,21.6906,64.1852,86.2102,13.7898,0.0336,1.7478,0.469,2.9591,0.0423,0.267,,0.0289,291.7235,1.3454,0.4709,266100507.61,4.2543,7.2514,96.6707,0.3279,0.19,0.1686,-0.1062,6.6832,6.6832,169.6676,366.509,201.5419,6.6541,-18.47,169.6371,0.093,-1.6533,-3.2335,-1.6546,37.0591,37.0591,-20.1498,5.6263,6.555,-16.5819
300306.SZ,20180830,20180630,-0.1,-0.1,0.7402,0.7402,3.9234,0.2332,1.3674,2552605.19,-30943692.71,133966479.3,5.9996,4.8017,3.4126,1.2544,0.2265,0.7914,0.0969,-33321506.82,-27519301.44,-12676040.9,-30651497.24,-30651497.24,142416914.24,17004380.77,4770000.0,-299940331.88,1147739989.34,735875814.34,435935482.46,1960963447.78,460141234.14,-0.0988,6.5274,0.0191,1.6006,-0.279,-0.0957,-0.1066,-0.1066,-12.6782,62.9606,37.0394,44.462,-12.6782,15.1552,33.3136,-4.0068,32.5471,115.6602,-8.9842,-12.9333,-1.481,-1.46,-1.6142,-1.253,-1.2283,-1.9651,-2.962,-2.506,7.7435,1.0839,1.1457,41.6463,58.3537,54.1289,0.2432,95.6904,89.6436,10.3564,0.0372,0.0839,11.4285,393.3867,6.9903,240.6163,,0.0334,543.5838,-2.4566,-1.2927,365669180.26,-8.8751,16.4225,142.2272,-2.4659,-2.5815,-2.0786,24.6559,-141.6667,-141.6667,16.4634,-125.5454,-123.8049,-141.6727,-151.18,16.3575,-142.2518,-4.1385,-6.6779,-4.1392,-13.7389,-13.7389,-21.6996,-291.1284,-1.3707,-25.4348
300307.SZ,20180828,20180630,0.17,0.17,1.2491,1.2491,2.4004,0.2827,1.3297,65361465.57,68311996.54,320542213.0,3.3045,2.5821,1.4117,1.4657,0.3197,1.1635,0.1907,74803340.3,147348570.35,178497781.42,66965231.2606,116042857.2606,733009820.6,270706037.22,225077626.0,-229482105.88,2939303046.53,2207927967.8,1978445861.92,4277491924.33,1293164296.94,0.1667,5.0263,0.0777,1.6124,-0.0216,0.1837,0.0835,0.1447,12.9674,31.9982,68.0018,21.8649,12.9674,9.9764,11.7711,0.1173,2.2183,92.5327,14.7175,14.7091,3.307,3.27,1.69,2.8047,2.4726,2.9653,6.614,5.6094,23.2673,1.3032,1.2997,59.9487,40.0513,55.6559,5.2619,94.2406,77.9698,22.0302,0.0651,0.3032,3.2806,17.91,2.392,13.0591,,0.0507,305.0313,4.9452,2.5444,973617489.58,14.8666,9.9097,93.7882,1.3739,0.7769,1.0269,6.1932,-22.7273,-22.7273,-69.5533,-22.4176,-22.5007,-22.7474,-32.14,-69.5362,-23.355,-0.5422,1.0547,-0.5419,36.4373,36.4373,57.5831,-15.8472,0.7928,-8.0268
300309.SZ,20180821,20180630,0.35,0.35,0.746,0.746,2.06,0.0849,0.666,23965775.91,144700926.06,206862486.84,0.819,0.8003,0.6256,1.2811,0.3115,2.5556,0.0631,177352639.43,191034650.86,203466320.13,-24896504.8063,57569533.5537,549922428.29,2175042180.37,1008095144.85,857329746.72,1772605412.02,-231970212.96,348914661.56,3159996542.48,363448803.08,0.3485,3.8224,-0.2439,0.7509,-0.3709,0.3947,-0.0514,0.1189,46.1377,57.2871,42.7129,7.843,46.1377,1.6514,8.5135,-2.322,0.0495,50.8852,54.7698,52.9039,9.5915,9.59,8.2287,3.34,2.9129,5.5322,19.183,6.68,63.4339,2.7348,3.2525,17.8353,82.1647,30.1209,31.9018,58.5491,34.3304,65.6696,-0.0921,1.7348,0.4956,1.8353,0.4748,1.7584,2.0676,-0.0316,218.5582,5.8258,2.949,611867703.77,54.2407,2.7585,44.5234,6.1787,5.1888,1.8488,-103.316,169.2308,169.2308,-0.4944,154.6757,155.6974,178.3903,134.09,-1.2931,328.9328,10.9969,5.9565,10.9965,49.2387,49.2387,228.1997,55.5584,28.9465,-5.9753
300338.SZ,20180818,20180630,0.1924,0.1924,1.7352,1.7352,4.1687,0.0806,1.1527,2809655.49,62546775.05,425751956.7,1.3477,1.15,0.9682,1.8713,0.6368,1.9671,0.2031,79068977.33,105553324.24,141174117.26,-134191803.6008,-110191803.6008,532949569.8,6699490.17,130000000.0,-133884605.39,540317456.06,220100638.35,56216032.96,2330880683.72,424908855.41,0.1897,6.307,0.1931,1.2333,-0.3395,0.3064,-0.3895,-0.3198,11.1269,71.2176,28.7824,57.3355,11.1269,26.6047,27.1714,3.5594,-0.193,86.7737,14.0634,17.6564,3.0523,3.05,2.9211,3.5865,2.2602,3.4956,6.1046,7.173,23.3284,1.3043,1.3745,29.7175,70.2825,18.8229,5.5773,93.2242,94.5196,5.4804,0.1051,0.3043,3.2449,16.715,0.8069,4.1563,,0.0993,210.2872,4.5204,2.2207,319351424.68,14.6889,26.9964,82.2857,2.2614,2.2916,1.7463,21.9096,3.2743,3.2743,10.4059,20.4799,22.4794,18.596,16.53,12.0143,12.4371,1.5375,-4.8112,3.0059,91.1206,91.1206,59.4625,178.9328,5.4776,-21.8617
300341.SZ,20180829,20180630,0.0932,0.0929,0.8336,0.8336,0.0098,,0.4688,4232434.19,43216294.13,178691911.2,1.7527,1.3629,1.3279,2.3232,0.4722,1.8682,0.3121,53799687.03,54724552.08,78184356.19,331916470.4752,371916470.4752,529843547.98,40083935.83,55201569.39,-472600305.77,617155700.12,430953109.06,-54135102.38,860615001.89,239169375.95,0.093,1.4884,0.0886,0.4688,-0.0298,0.1073,0.6506,0.729,11.1526,42.0193,57.9807,28.2168,11.1526,10.1672,18.0791,-0.0295,-0.0743,87.349,13.9305,12.8684,5.1327,5.11,4.6748,4.0162,3.4807,4.49,10.2654,8.0324,43.6987,1.7762,1.474,70.1489,29.8511,43.1414,6.4142,88.2302,91.5902,8.4098,0.079,0.7762,1.2147,13.7554,0.9872,11.18,,0.0723,222.8868,6.9614,3.4822,268480345.5,13.7722,11.638,83.7557,3.8331,3.5295,2.6365,16.787,-13.6237,-13.6617,-2.5303,-10.254,-11.1193,-13.6241,-16.67,-34.2754,17.4115,-30.302,10.4957,-30.3097,8.0203,8.0203,14.1963,226.3848,-25.5961,-11.9181
300345.SZ,20180830,20180630,-0.007,-0.007,0.136,0.136,0.559,0.0512,0.0322,947980.56,-3923273.33,15530881.98,2.9858,2.0561,1.5845,0.411,0.1221,0.2862,0.0611,-5069445.38,-3121565.74,4912033.94,37209370.88,-3690629.12,46589038.17,6232254.1,144950000.0,95077885.81,655385867.41,304996956.84,362124842.65,894359921.26,36786959.73,-0.0067,1.6424,0.0223,0.0834,-0.07,-0.0071,0.0843,-0.0084,-5.2331,25.8813,74.1187,30.7203,-5.2331,6.0864,23.8809,0.7531,1.0089,108.4479,-5.8225,-5.2019,-0.4085,-0.41,-0.5387,-0.3177,-0.3196,-0.3361,-0.817,-0.6354,20.88,1.2639,1.349,48.4159,51.5841,69.1933,16.2071,81.0387,77.6599,22.3401,0.064,0.2639,3.6647,5.0002,3.3139,4.5215,6.8931,0.0497,1051.2441,-0.6392,-0.3028,313676658.97,-5.7403,7.4537,116.5269,-0.4444,-0.5544,-0.3049,45.3181,-133.3333,-133.3333,139.1916,-273.6387,-235.8687,-95.6699,-121.48,139.1639,-112.3534,-0.9588,-6.932,-0.9618,-39.6965,-39.6965,-45.0352,-4665.327,-7.8565,-15.458
300349.SZ,20180822,20180630,0.489,0.4883,2.0577,2.0577,4.1684,0.1748,2.1667,13440826.29,194080883.62,429647458.38,3.043,2.5895,1.6935,1.3316,0.3992,3.1866,0.2166,178070590.14,238446227.35,259093889.3,-60307629.0778,-60604292.4578,736269559.11,189362941.72,930136.7,-363572887.72,1787695857.28,1504950017.47,1140809856.99,3203952376.1,1005465152.53,0.4833,7.3971,-0.096,2.3415,-0.0498,0.5553,-0.1404,-0.1411,23.1291,48.6238,51.3762,25.6307,23.1291,14.6923,11.1267,-0.1884,1.6213,79.8475,27.0943,26.9853,6.7092,6.67,6.2747,5.8454,5.0101,6.5214,13.4184,11.6908,22.4372,1.2893,1.3188,54.2811,45.7189,43.29,0.029,99.1401,79.5016,20.4984,-0.056,0.2893,3.4282,3414.9835,1.9294,1921.9711,,-0.0445,272.2559,10.0202,5.0873,313187070.08,27.0919,13.3934,77.1866,3.81,3.5768,2.9077,-4.1185,118.7919,118.4787,-125.3031,122.3759,119.6162,119.5337,121.4,-146.2283,90.7233,-41.5508,2.5019,5.5362,44.3172,44.3172,50.7263,38.586,15.1059,-6.3578
