ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy,pct_chg
600031.SH,20180827,20180630,0.441,0.418,3.6342,3.6342,0.1993,0.3832,2.2316,-94066000.0,3482625000.0,8898990000.0,1.5644,1.2415,1.1587,1.4634,0.6835,2.2513,0.4482,4279889000.0,4372806000.0,5326009000.0,6189306901.5402,7927497901.5402,22517724000.0,1249213000.0,14563459000.0,3692268000.0,22328878000.0,16626132000.0,12694647000.0,43491402000.0,20235427000.0,0.4379,3.5676,0.8038,2.6149,0.8785,0.5651,0.7998,1.0244,12.4964,31.6422,68.3578,14.4258,12.4964,9.0979,4.5093,0.8186,1.4398,84.782,15.4387,15.5484,12.6735,12.43,13.0253,6.9688,5.6009,8.6758,25.347,13.9376,56.9898,2.325,2.3468,68.5172,31.4828,33.1987,33.4858,64.3279,76.8514,23.1486,0.2112,1.325,0.7299,1.921,0.5825,1.5332,6.0475,0.1623,203.3046,11.2018,5.4003,13071649000.0,15.0639,9.2341,82.5188,6.8274,8.1013,2.9936,22.7265,192.053,176.8212,4.4303,168.9732,166.4637,192.0895,248.33,5.5454,152.5904,8.9843,15.4894,9.7245,46.4186,46.4186,62.3929,35.9854,15.6376,-2.7027
600165.SH,20180831,20180630,-0.006,-0.006,0.4897,0.4897,0.4919,0.046,-0.2848,1722580.1,-5947849.31,23700688.75,1.1882,1.097,0.2296,8.6947,0.2257,1.9785,0.1483,-11339931.49,13851520.36,20988159.29,111679041.36,99679041.36,866213772.06,659859.32,340000000.0,100164311.7,835334569.74,226956624.73,327120936.43,1358562977.12,-163544563.4,-0.0062,1.2535,-0.1801,-0.2388,0.182,0.0202,0.1631,0.1455,-0.4364,7.0667,92.9333,9.8503,-0.4364,2.0514,3.3967,4.4022,0.0405,103.3811,-0.7567,4.13,-0.4909,-0.491,-0.6911,0.6123,-0.0647,2.7514,-0.9818,1.2246,54.2309,2.1849,2.6285,64.3995,35.6005,37.5358,25.0264,63.1904,99.9453,0.0547,-0.1022,1.1849,0.7113,2.5249,0.6921,2.4569,8.3396,-0.1022,79.4721,-0.1294,-0.1868,202689604.73,-0.1521,1.9132,102.7872,-0.5472,-0.6084,-0.1237,-67.2296,66.6667,66.6667,-249.031,43.3884,87.83,65.0161,57.1046,-249.135,68.0394,-0.5001,-3.2017,-0.503,-40.5339,-40.5339,-47.2369,-303.7339,9.4596,-32.4903
600169.SH,20180829,20180630,0.0022,0.0022,1.0674,1.0674,0.6437,0.1061,-0.1373,26626028.44,-21044456.87,752526453.16,1.0017,0.6097,0.5148,0.3683,0.1206,0.4673,0.0869,-4443347.25,351498935.74,556839766.45,-513624919.1377,522462510.0723,12527990060.66,1897205884.6,13992043680.21,10083494718.75,2454222091.09,39653044.64,7251125635.46,18158812809.87,-79991428.97,0.0022,1.6129,0.0022,-0.0312,0.2612,0.1371,-0.2003,0.2038,0.0938,27.4976,72.5024,27.4678,0.0938,4.1804,9.7136,13.5738,-0.7486,100.1624,0.715,12.8439,0.1351,0.13,-0.5093,1.1161,0.0082,0.2291,0.2702,2.2322,87.2122,7.82,7.6214,72.6972,27.3028,7.532,77.0537,22.7736,83.2171,16.7829,0.0002,6.82,0.1455,0.2956,0.0864,0.1754,0.2434,0.0002,1282.3828,0.0164,0.0177,6881733760.96,0.8209,2.3967,100.132,0.0621,-0.3289,0.004,13.6845,-60.7143,-60.7143,-84.7222,62.5645,6.8845,-61.2256,-28.83,-84.6329,-61.6217,0.1428,7.1642,0.1442,-15.2805,-15.2805,-14.3677,-18.7865,1.0321,-5.9055
600172.SH,20180831,20180630,0.083,0.083,1.1729,1.1729,1.2836,0.156,1.0191,6162874.31,116393468.77,556022685.51,1.0157,0.8235,0.6304,1.3628,0.415,0.4172,0.1574,139222360.72,282767717.61,466372007.98,-476719972.9461,522782027.0539,1490105521.28,450638733.54,4739716261.81,3449061688.02,4385512068.33,72090766.62,1889902459.29,9641498096.51,1734775312.33,0.083,3.3205,-0.0393,1.1751,0.3263,0.1915,-0.3229,0.3541,7.0046,32.1095,67.8905,21.4607,7.0046,2.0166,11.5053,7.9387,1.1755,91.9601,8.3231,16.3294,2.5325,2.53,2.4052,2.5703,1.1025,2.5837,5.065,5.1406,57.6785,2.3629,2.2734,40.3261,59.6739,37.8641,49.1595,50.8433,68.8361,31.1639,-0.0126,1.3629,0.7338,1.0343,0.6565,0.9253,1.2715,-0.0087,259.9946,2.205,1.114,5465600394.0,8.4362,2.1596,90.2604,1.9342,1.8053,0.8248,-1.7222,37.1901,37.1901,-250.5747,36.7286,38.9747,42.0861,48.76,-255.9628,39.3121,2.47,11.1451,2.6288,32.7359,32.7359,69.8498,185.8739,1.9912,-15.6818
600218.SH,20180828,20180630,0.1,0.1,5.0633,5.0633,2.8322,0.2722,1.0763,17329983.12,19740035.63,208695827.58,1.4776,1.1063,0.9448,2.9374,0.7126,2.0178,0.4926,27508989.7,39042227.18,91622745.76,60181818.3145,60181818.3145,1783831685.2,58317037.65,25050430.37,-250070306.62,1857896468.4,863926523.65,613856217.03,1999396908.95,497273123.1,0.1005,5.2431,-0.2893,1.3485,0.1196,0.1059,0.1632,0.1632,1.8914,11.1774,88.8226,7.9763,1.8914,2.5483,5.6723,-0.2443,1.2398,98.5267,2.3854,2.091,1.9259,1.93,1.0256,1.03,0.9316,1.5754,3.8518,2.06,48.6054,1.9457,1.9694,69.5764,30.4236,48.3633,1.2529,96.7005,96.8768,3.1232,-0.059,0.9457,1.0355,77.1814,0.995,74.1662,,-0.0571,128.3378,1.8632,0.9779,1056881628.67,2.357,3.0285,98.8281,0.6768,0.3994,0.3129,-6.5651,-23.0769,-23.0769,65.3574,-19.6306,-21.6908,-21.5489,-36.84,65.3533,-22.9839,0.9026,2.7239,0.9022,11.3291,11.3291,22.186,-44.3306,1.8632,4.5802
600243.SH,20180828,20180630,-0.11,-0.11,0.7603,0.7603,2.8319,0.0543,-0.0192,12511731.45,-62838119.57,43994460.27,1.8078,0.9275,0.757,0.5643,0.1724,0.4623,0.1129,-76530636.04,-52761892.11,-22639375.44,63504224.64,7304224.64,626279086.69,70605206.54,451500000.0,402953421.35,1495820867.8,864149766.94,1259103188.29,2262677315.17,15423471.87,-0.1147,3.8639,0.0531,0.0351,-0.1231,-0.1202,0.1447,0.0166,-17.8432,13.1851,86.8149,34.967,-17.8432,9.7073,22.9133,2.3464,0.0269,122.9362,-19.3609,-15.8127,-2.917,-2.92,-3.6422,-1.7848,-2.0139,-2.2693,-5.834,-3.5696,38.8025,1.6341,1.7135,65.3451,34.6549,50.542,19.9542,74.9413,93.1551,6.8449,0.0218,0.6341,1.4766,3.7557,1.3025,3.313,3.7121,0.0203,891.3163,-4.0278,-1.7024,757662585.73,-18.0842,8.0355,120.7665,-1.197,-1.8641,-0.9153,4.9101,-200.0,-200.0,127.2029,-229.6785,-210.8057,-208.5173,-80.8315,127.2144,-213.833,-3.3759,0.2242,-3.3748,-29.5454,-29.5454,-29.1517,-2.4311,-4.6697,-7.3786
600262.SH,20180821,20180630,0.4066,0.4066,3.6456,3.6456,2.3761,2.0573,0.9961,24608560.77,44519507.48,133715301.98,1.7089,1.1794,1.0046,1.2733,0.3817,2.1227,0.29,46220302.86,135076614.37,150926296.45,-326277684.1,-232308150.24,607902932.16,118969624.86,400000000.0,147286311.82,960856680.5,714482838.93,861769150.75,1508268177.35,519080325.4,0.4066,6.5192,-1.0478,3.0534,-0.6824,0.7946,-1.9193,-1.3665,27.7305,21.5757,78.4243,10.2455,27.7305,5.1977,4.4492,0.5986,2.3716,92.5421,8.4607,21.7953,6.3964,6.35,4.1194,6.321,8.0423,9.7887,12.7928,12.642,50.4162,2.0168,1.9773,77.0594,22.9406,42.9886,26.5205,73.4795,89.4425,10.5575,-0.1767,1.0168,0.9835,2.7707,0.8527,2.4021,6.5237,-0.1581,320.4695,16.0846,3.2349,291020429.04,20.9258,5.9704,92.5827,5.8245,2.3464,7.8957,-12.7484,215.3846,215.3846,-1065.5172,168.0227,405.1782,224.3544,167.72,-1065.1513,203.2668,5.2265,9.633,5.2276,130.5175,130.5175,92.2146,14.4477,6.9535,-4.7017
600302.SH,20180831,20180630,-0.0782,-0.0782,1.0977,1.0977,1.0041,0.6665,0.7487,2354281.22,-29429110.09,74181630.14,3.761,2.3991,1.7643,1.1553,0.2938,1.916,0.2306,-25713698.98,-24174642.6,-11498337.49,-109877291.7,-111600591.72,339842613.35,7686958.78,25801345.05,-194085496.54,1093407317.56,943261923.25,725175081.66,1286774345.46,489666306.42,-0.0782,3.4201,-0.1488,1.4152,-0.2385,-0.0699,-0.3176,-0.3225,-6.7095,19.5305,80.4695,23.026,-6.7095,7.4076,15.555,0.0635,2.2924,106.7699,-6.0267,-6.3647,-2.2619,-2.26,-2.4586,-1.4675,-1.5471,-2.0271,-4.5238,-2.935,22.8434,1.2961,1.3762,78.6209,21.3791,66.9035,2.0051,91.9645,91.512,8.488,-0.1507,0.2961,3.1698,45.8649,2.9288,42.3779,,-0.1379,430.2358,-3.0942,-1.6436,247086610.31,-6.1524,8.9091,109.0482,-1.2761,-1.3222,-0.9,-7.9224,-5685.7143,-5685.7143,-12.8127,-12.1927,-806.2202,-5560.822,-9.1314,-12.7727,-5716.094,-2.2493,-1.5632,-2.25,0.6223,0.6223,-10.6075,-57.8214,-2.7648,-8.2073
600320.SH,20180829,20180630,0.04,0.04,2.2941,2.2941,1.2589,0.3687,0.7157,40331633.0,121787133.0,1851259107.0,0.9289,0.7087,0.2765,2.3781,0.2835,0.5786,0.1466,101947862.0,806733999.0,1515976570.0,-2568679399.9672,-269943538.9672,10495950242.0,3342428215.0,39169822019.0,34345588692.0,10436530044.0,-2744266386.0,20518083277.0,56005464340.0,4760829434.0,0.0369,3.3995,0.0116,1.0844,-0.2084,0.1838,-0.5851,-0.0615,1.3185,18.381,81.619,16.2774,1.3185,0.5289,8.5996,7.149,0.5098,98.9878,1.9432,8.01,1.0831,1.08,0.8136,1.1746,0.1934,0.9929,2.1662,2.3492,75.8953,4.1486,4.5885,51.312,48.688,14.9427,69.9393,26.6491,72.786,27.214,0.0013,3.1486,0.2816,0.381,0.1969,0.2664,0.3039,0.001,246.113,0.3868,0.236,21070585628.0,1.9537,0.5665,98.7369,0.5238,0.3287,0.1151,0.5594,33.3333,33.3333,10.4762,40.3714,27.7733,40.4461,11.16,10.3273,40.01,-0.5762,3.4418,-0.5754,-5.1351,-5.1351,-15.822,54.2914,0.3115,-21.709
600346.SH,20180728,20180630,0.39,0.39,5.2352,5.2352,4.0488,0.0798,0.413,457014936.25,1425257736.52,3855309236.19,1.1793,0.9997,0.86,98.3227,1.1157,1.6045,0.4652,1933532257.3,2795618918.95,3727012290.02,-13437516825.8043,9891886100.5057,10264058941.61,2544452693.22,52984392689.0,29740270749.17,22988733729.76,5860832592.08,5035776705.25,81221969483.15,2489633680.5,0.3725,5.5415,0.3295,0.4927,3.3558,0.5533,-2.6594,1.9577,7.2011,14.5746,85.4254,6.6806,7.2011,1.0044,2.7119,2.9643,0.0533,92.6905,8.2064,10.5685,10.7083,8.42,8.1083,4.9169,3.3503,5.0742,21.4166,9.8338,69.9698,3.33,3.2346,40.9909,59.0091,24.4482,65.2341,34.4737,49.6758,50.3242,0.0509,2.33,0.4256,0.5285,0.3494,0.4339,0.773,0.0253,34.4294,6.7006,3.3105,45785420754.6,8.1906,0.8838,94.4953,3.2325,2.4319,0.9529,6.0249,116.6667,116.6667,920.1238,134.6338,134.1487,132.609,171.97,370.3393,-28.2903,118.8413,377.695,291.3257,26.8706,26.8706,22.4927,-12.9628,366.8116,-1.8663
600375.SH,20180728,20180630,0.07,0.07,6.6556,6.6556,4.7952,0.184,-0.9593,28689634.26,12055300.49,536212203.34,0.8003,0.5988,0.5826,1.5557,0.5936,1.2578,0.3202,24265254.57,105198324.22,275494124.27,651210572.6706,737380572.6706,7020709690.8,348868319.3,2222499855.07,42269132.38,1783789738.21,-1775579648.62,-2085810516.24,5093992708.0,-430838360.79,0.0733,5.0212,0.9696,-0.7753,0.4266,0.1893,1.1718,1.3268,1.1341,14.4969,85.5031,10.0896,1.1341,3.4206,4.9082,1.7608,2.9835,99.344,1.2391,2.8441,1.471,1.47,0.4352,0.9107,0.3631,1.9219,2.942,1.8214,76.9609,4.3404,4.1704,57.0874,42.9126,14.312,43.6298,54.78,92.688,7.312,0.0606,3.3404,0.2909,1.2556,0.186,0.8026,42.2008,0.0562,209.0693,0.7262,0.3527,3415723842.46,1.2542,3.2903,98.6506,1.1175,0.6537,0.2873,20.5852,40.0,40.0,370.0836,7.3982,7.4433,35.0878,110.42,370.0895,31.8003,1.4978,17.1418,1.4984,18.8977,18.8977,28.808,259.4315,2.4943,-14.6341
600382.SH,20180808,20180630,0.39,0.39,0.6829,0.6829,4.1744,0.4627,5.64,66352660.68,115649999.45,286210176.11,8.1015,8.0867,0.6451,10.8678,0.0692,5.9987,0.0471,263774102.69,274680893.66,279086925.34,-45865605.498,-100472499.538,212383837.04,0.0,1005536215.12,839341540.95,5248879739.94,4027423901.39,4215967550.68,6648998124.59,2848856678.19,0.3899,11.277,-0.2512,6.1026,-0.026,0.5884,-0.0983,-0.2152,62.191,89.7796,10.2204,6.306,62.191,,2.5978,3.7082,0.0539,17.2582,82.779,86.163,3.5125,3.51,2.2319,4.0576,2.9287,3.1336,7.025,8.1152,17.7504,1.2158,1.3065,66.9624,33.0376,76.4989,15.1231,79.1759,46.5648,53.4352,-0.2068,0.2158,4.3225,5.2354,4.3097,5.22,6.2536,-0.0963,63.0215,5.8574,2.6885,109836079.19,82.7829,,14.6341,1.8665,1.2309,1.5585,-13.6208,8.3333,8.3333,83.7095,12.4623,12.4599,8.8698,-23.57,83.71,2.0328,3.2484,2.7497,3.2491,17.8117,17.8117,16.3867,14.6274,6.7007,-6.8871
600388.SH,20180829,20180630,0.23,0.23,3.033,3.033,0.4505,0.3023,2.5199,38671853.37,211881941.33,824247743.99,1.1914,0.5351,0.4799,1.3957,0.2521,3.2411,0.2108,262931231.53,327794769.08,385168081.74,-256149554.9501,1125354631.6499,9622329368.34,150204622.26,1777071539.98,440368836.99,3906151602.77,2067200945.1,1906516514.59,6393642178.85,3017123404.75,0.2344,4.271,-0.2582,2.8222,-0.6885,0.3066,-0.2396,1.0527,7.776,25.4205,74.5795,16.1274,7.776,2.6533,12.8042,0.6699,0.2146,91.891,9.5085,10.1094,5.5121,5.42,4.6613,2.1313,1.6394,4.7415,11.0242,4.2626,71.443,3.5018,3.3835,79.5831,20.4169,24.1625,27.7944,71.4136,93.4954,6.5046,-0.0256,2.5018,0.3953,2.5694,0.3382,2.1981,8.8702,-0.0239,642.2267,3.2788,1.6291,1229077930.37,9.5332,2.8005,91.7627,3.4217,2.9289,1.0111,3.6753,9.5238,9.5238,22.4159,22.4811,11.763,10.9959,3.33,22.3917,-2.1133,0.9025,10.7782,0.9023,9.6293,9.6293,12.0353,69.7291,13.3921,-18.94
600421.SH,20180825,20180630,-0.017,-0.017,-0.0002,-0.0002,1.0296,0.1433,-2.1596,196357.62,-3591521.11,-34104.54,0.228,0.228,0.2257,-0.0075,-0.0038,-0.0011,-0.0007,-4397314.2,-4203875.25,-3191325.45,-1732706.28,-1732706.28,32249267.49,4099657.9,0.0,-858091.4,-10516888.46,-24897157.88,-25755249.28,13574590.14,-394386893.42,-0.0174,0.0133,-0.0078,-2.0163,-0.0079,-0.0215,-0.0089,-0.0089,,,,,,,,,,,,,-79.0419,,-83.6133,-8.0944,-8.0887,-26.8189,-158.0838,-16.1888,72.8092,3.6777,12.091,14.7267,85.2733,-21.066,0.0,19.1373,88.7214,11.2786,-0.0474,2.6777,0.0715,,-0.2893,,,-0.0421,-24000.0,-16.1774,-6.5372,29456703.4,,,,-52.2171,-52.0231,-4.5098,,-183.3333,-183.3333,-247.1698,-269.6039,-253.1837,-211.4598,-229.3873,-246.764,-830.8097,-56.5359,-7.4601,-56.6524,-100.1974,-100.1974,-100.3764,-8.4068,-66.5388,-10.7509
600444.SH,20180824,20180630,0.12,0.12,1.5899,1.5899,2.248,0.1961,0.1556,11656187.53,6287875.09,38618802.4,2.2784,1.8401,1.5714,0.9808,0.36,2.2401,0.2835,2927493.02,2339291.65,7798118.58,-29223183.09,-29223183.09,274976673.95,11854574.66,0.0,-149080921.18,494045957.92,351533957.71,202453036.53,528056882.72,51496352.36,0.1226,3.6064,-0.2794,0.3517,-0.3092,0.016,-0.1996,-0.1996,7.7081,16.5892,83.4108,17.2838,7.7081,2.3988,15.3032,-0.4182,-2.5392,98.7425,1.4528,1.0049,3.4572,3.46,1.2115,0.2849,2.1851,0.4507,6.9144,0.5698,35.1988,1.5432,1.5822,76.883,23.117,60.6275,0.0,100.0,95.8671,4.1329,-0.1488,0.5432,1.841,,1.7224,,,-0.1426,285.5472,4.3702,2.1851,121836533.34,1.4531,1.9461,95.9521,4.0349,1.821,2.5732,-10.1927,71.4286,71.4286,55.7911,-73.7091,-74.4773,75.0089,142.9275,55.7914,16.8636,3.537,-1.5299,3.5378,9.3929,9.3929,21.7581,311.0396,49.7549,-11.0076
600481.SH,20180828,20180630,0.0331,0.0331,0.6709,0.6709,0.0126,0.2068,0.0482,4306993.01,50083018.46,293744875.11,1.6816,1.3982,1.2801,1.4248,0.3689,2.2793,0.2854,60454801.05,70598815.24,99206341.62,41487332.051,-243363091.269,1329564932.3,4613890.73,436515000.0,-588455589.73,1901867359.2,1203717815.15,615262225.42,2502773675.55,417094881.28,0.0332,1.2485,0.0245,0.255,-0.1943,0.0432,0.0254,-0.1488,5.1793,26.7656,73.2344,17.7295,5.1793,9.1944,8.1564,0.3787,2.4796,94.4914,6.0773,6.4329,2.6485,2.6,2.4388,1.836,1.4782,2.2513,5.297,3.672,46.1484,1.857,1.8724,77.3999,22.6001,49.5671,17.4412,81.6068,99.7394,0.2606,0.0227,0.857,1.1535,4.679,1.0741,4.3569,,0.0226,233.6296,2.9564,1.4145,526363190.9,6.1175,7.114,89.5405,3.7682,3.3291,2.1387,15.5951,294.0476,294.0476,2327.2727,333.0396,253.3673,300.0835,12319.72,2414.9785,314.352,-2.017,-0.4328,-1.0846,36.7673,36.7673,54.9856,478.8201,-3.4435,1.2346
600495.SH,20180822,20180630,0.02,0.02,0.4567,0.4567,0.9602,0.1649,0.4691,22744402.28,4365811.2,103767234.64,2.9935,2.1728,0.969,1.432,0.2395,0.6218,0.1412,3542071.83,38443123.52,70330077.19,-92688940.4066,-72688940.4066,765489067.98,54221883.07,20000000.0,-186830838.55,3029650892.55,1565896976.79,1379066138.24,3156730087.36,766025657.48,0.0224,2.5962,-0.0263,0.634,-0.057,0.0318,-0.0767,-0.0602,4.913,18.805,81.195,17.1755,4.913,2.0964,15.0001,0.0791,0.0717,99.3581,7.0995,6.9668,0.8664,0.87,0.1395,0.9838,0.6938,0.8477,1.7328,1.9676,21.1171,1.2677,1.2488,59.1329,40.8671,76.19,0.6336,99.3664,93.5428,6.4572,-0.0404,0.2677,3.7355,156.8365,3.608,151.4825,,-0.0378,373.7005,1.3876,0.6938,1304300131.83,7.0983,1.6639,93.9075,1.2513,0.8922,0.9902,-11.5964,100.0,100.0,-121.8257,95.0456,86.326,103.6486,31.49,-121.7812,102.4013,0.4994,3.5952,0.4999,-14.4606,-14.4606,-5.0243,553.5919,0.6163,-4.7722
600499.SH,20180829,20180630,0.178,0.178,1.9131,1.9131,0.7202,0.1946,1.6569,48494844.98,232108600.0,658483453.73,1.3027,0.9408,0.6324,1.8575,0.4295,1.2775,0.2352,217136487.85,406790414.48,538671068.55,-587324764.7684,297763786.3616,3248593570.83,244968855.19,3984522053.8,2445204551.84,3917152663.16,1733039264.33,2670379692.96,9912351767.55,2920306345.8,0.1779,3.5769,-0.1224,1.8516,-0.0696,0.2579,-0.3724,0.1888,10.978,21.823,78.177,13.1432,10.978,4.4374,7.1331,1.5728,0.7268,92.8038,11.9286,13.4816,5.0653,5.04,4.1899,3.171,2.5822,3.9451,10.1306,6.342,55.782,2.2615,2.3157,55.6343,44.3657,29.2196,40.1975,56.9132,76.5604,23.4396,-0.0337,1.2615,0.7544,1.4158,0.5238,0.9831,1.602,-0.0258,240.0342,5.1644,2.1874,2694496676.38,12.1106,4.5467,95.2034,1.8165,1.5064,1.0456,6.5949,-9.6447,-9.6447,53.4424,10.66,12.1632,0.9126,-6.28,47.9595,-24.682,3.7414,9.4293,3.7407,20.5364,20.5364,43.7088,-33.7393,33.982,-7.8905
600501.SH,20180825,20180630,-0.02,-0.02,2.6544,2.6544,3.5041,0.1887,0.5311,5184820.4,-13495088.09,288116262.56,1.5995,1.1912,1.1028,0.8764,0.3689,1.3613,0.2419,-13035334.86,371314.5,51245630.89,-456392961.08,-655084897.55,1707413301.89,32646952.2,385253940.73,-46848540.46,2059281979.14,1104656836.75,807808296.29,2786778839.52,303232600.95,-0.0197,5.2208,-0.9242,0.7198,-1.4986,0.0009,-1.0833,-1.555,-0.5575,25.7646,74.2354,24.2712,-0.5575,7.3687,16.2861,0.6163,1.9658,101.1657,-0.9112,0.0332,-0.377,-0.38,-0.6122,0.008,-0.1348,0.0128,-0.754,0.016,46.9492,1.885,2.0975,65.1078,34.8922,45.4905,13.8243,78.9247,86.7009,13.2991,-0.2113,0.885,1.0349,5.7091,0.9689,5.3453,,-0.1832,366.9656,-0.2696,-0.1797,985917253.09,-0.5764,6.6348,100.8236,-0.4527,-0.5397,-0.1776,-0.1096,0.0,0.0,-107.1733,-107.9384,-703.7566,16.4541,-4.84,-107.1876,16.909,-0.4405,-4.1009,-0.4391,1.7743,1.7743,1.5466,-145.2623,0.5475,-8.761
600520.SH,20180814,20180630,-0.12,-0.12,0.9407,0.9407,2.3954,0.0767,-0.8302,5676923.89,-24296584.88,27833219.66,1.0033,0.7756,0.7086,1.4805,0.3483,1.1023,0.1642,-21830240.56,-7103111.06,2853736.5,50697373.86,40697373.86,428337892.41,15018755.73,30000000.0,-159724368.22,367884014.77,1524726.09,-158199642.13,502552480.89,-119382186.21,-0.1175,2.6419,-0.2165,-0.7535,-0.1746,-0.0448,0.32,0.2569,-12.2551,18.675,81.325,30.9264,-12.2551,6.037,17.0536,7.8358,1.7256,114.6473,-12.1914,-4.7659,-4.3518,-4.35,-5.6786,-0.7823,-2.0117,-1.3747,-8.7036,-1.5646,50.0425,2.0017,2.122,48.6159,51.3841,38.8921,5.9695,83.2859,96.8272,3.1728,-0.0748,1.0017,0.8842,13.9518,0.7772,12.2628,,-0.0725,276.9672,-4.0234,-2.0508,361317811.22,-12.2551,5.5132,114.29,-2.3561,-3.4362,-1.0442,3.4518,-570.3911,-570.3911,-157.7381,-610.6931,-625.8209,-558.0207,-343.6464,-157.7645,-570.3445,-4.2582,8.7326,-4.2591,2.1311,2.1311,9.3637,14.0851,-1.8384,-1.7672
600526.SH,20180820,20180630,0.02,0.02,3.4221,3.4221,3.1077,0.0644,0.1274,9035307.49,3407005.0,323646243.16,1.097,0.6201,0.5045,1.2264,0.2982,1.9616,0.22,-967355.03,82999403.13,137864699.81,-571308336.8489,-114230346.8489,3257604366.01,269452503.36,2757793444.56,2113632757.22,1806536745.02,566704383.31,2506761685.97,5173081661.78,104976389.6,0.0227,4.2988,-0.621,0.1918,-0.2044,0.1516,-1.0437,-0.2087,0.4764,17.2768,82.7232,15.1381,0.4764,2.43,8.9851,3.723,1.1536,100.0516,1.3029,4.4307,0.5302,0.53,0.1452,0.9747,0.1048,0.6278,1.0604,1.9494,72.2385,3.6021,3.6283,73.6601,26.3399,20.7645,53.3105,45.4891,92.9509,7.0491,-0.0582,2.6021,0.3744,0.8533,0.2874,0.6551,0.8547,-0.0541,477.471,0.2096,0.1461,1246409816.62,1.2793,1.3793,100.6522,0.247,0.1405,0.0382,2.0094,-71.4286,-71.4286,-43.9833,-53.9668,-55.4962,-65.2716,-88.98,-43.9609,-62.0673,0.5356,4.4384,0.5358,3.0962,3.0962,-0.5104,-0.5897,-8.4472,-10.6667
600545.SH,20180825,20180630,0.1915,0.1915,2.4412,2.4412,,0.0257,0.3853,14093000.0,348973000.0,1242550000.0,1.3833,1.0267,0.9646,1.6637,0.5183,5.4694,0.3749,551046000.0,529920000.0,640414000.0,2483637673.8402,2904724673.8402,2989598000.0,529053000.0,4090682000.0,3145278000.0,539275000.0,1846194000.0,2727733000.0,6635394000.0,779121000.0,0.1915,1.3424,-0.9968,0.4111,-0.7818,0.2796,1.3103,1.5325,8.857,26.8538,73.1462,14.3365,8.857,6.5004,8.2392,-0.4031,0.4445,88.0909,11.9064,11.4526,15.2825,15.22,14.6893,4.2933,3.3203,4.5597,30.565,8.5866,74.9389,3.9902,5.1955,65.6166,34.3834,5.3109,61.6494,38.3451,63.2978,36.7022,-0.3923,2.9903,0.3344,0.622,0.0709,0.1318,0.1715,-0.2483,195.7327,6.6406,2.9415,1295901000.0,12.1974,5.9067,86.2724,9.119,8.5946,2.0662,-26.0864,-16.1559,-16.1559,-619.7112,12.6594,23.7778,30.3456,20.0,-237.2015,1362.2622,15.2868,-30.1252,15.2836,13.9787,13.9787,2.4963,40.024,40.5122,-2.8822
600558.SH,20180828,20180630,0.051,0.051,1.3921,1.3921,0.4991,0.1062,0.5197,11496536.66,34270829.45,186248714.8,1.6594,1.1075,0.9679,5.7241,0.8896,1.1688,0.4239,24953014.78,65136517.23,102129765.23,89109431.8348,100918132.5348,549158210.74,36562078.88,344593903.62,-17572601.75,1675713887.81,586716065.82,565143464.07,2446813774.54,561794094.25,0.051,2.1249,-0.0137,0.6259,0.1122,0.0726,0.0993,0.1124,4.2002,14.9049,85.0951,11.7331,4.2002,3.791,7.3972,0.5449,0.4826,98.0031,4.6941,5.2127,2.4172,2.406,1.81,2.2097,1.7805,2.4007,4.8344,4.4194,30.6778,1.4425,1.5568,48.6876,51.3124,55.2579,14.0834,77.9514,95.64,4.36,-0.0138,0.4425,2.0502,5.535,1.8012,4.8629,,-0.0132,111.9181,3.561,1.5526,1225837028.94,4.6974,4.2012,98.2286,1.9577,1.4111,1.3632,3.4045,104.0,104.0,79.5522,71.0499,72.7686,102.7468,82.32,79.5992,97.2234,1.4805,5.9257,1.4794,24.2624,24.2624,32.4118,195.9919,2.8006,-1.3857
